CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
519,36,9,128283.51207930234,2,0,1,137990.52884837228,1,0,0
386,54,3,186012.72306412752,3,1,0,74267.10198281237,1,0,0
781,82,9,29489.792288849305,2,1,0,113911.74393394597,1,0,0
604,72,1,22890.153880037626,4,0,0,84036.8627099994,1,0,1
687,49,2,187896.6596941048,3,1,0,71041.15772786451,1,0,0
564,78,4,183249.2889449812,4,1,1,104859.65662288976,1,0,0
640,47,2,103199.42150159761,3,0,1,94693.83409466146,1,0,0
455,74,4,25233.56883781491,4,0,0,55216.212905184046,1,0,1
515,26,3,118708.32618289888,4,0,1,68711.43385592088,1,0,0
537,43,10,90804.73600107321,3,1,0,29468.982523294413,0,1,0
506,40,9,119265.90914012291,1,1,0,50165.87172896906,1,0,0
799,61,2,101175.896465884,2,0,0,68658.29123326097,0,1,1
300,37,5,130758.3150799045,3,1,1,151375.77024896198,1,0,0
789,75,7,167239.8352580576,2,1,0,93521.56151953152,1,0,1
369,60,3,178217.77783969746,1,1,0,116103.50894236956,1,0,1
747,70,8,149265.90559470412,1,1,1,112568.04761421603,1,0,0
567,74,5,45756.341460670315,3,0,1,152515.43075170863,1,0,0
795,46,4,91338.29588917739,1,1,1,97236.48631275137,0,1,0
603,30,2,16381.526609215978,1,0,1,101114.27554876852,1,0,0
300,50,4,103884.9574572894,4,1,0,64009.12297147001,0,1,0
644,43,4,223178.06492671574,4,0,1,106395.31867550872,1,0,0
562,38,3,147598.06274593246,1,0,0,123504.1748536646,0,1,0
587,82,5,35560.87837260428,4,1,1,38422.939486892734,0,1,0
771,76,2,61772.86174834949,1,0,0,87416.21482608131,1,0,1
650,38,9,14851.938649585763,4,1,0,79847.02649996869,0,1,0
300,57,0,41955.19473495218,1,1,1,39765.984966157346,1,0,0
773,39,6,112203.57799988889,1,0,1,69367.41240000927,0,1,0
500,31,6,79316.96772858553,2,0,0,94573.22322074808,1,0,0
353,79,3,46911.332981016334,1,0,1,109483.0189130014,1,0,0
399,57,8,33717.63511945689,2,0,1,62556.27010452389,0,1,0
414,74,1,150896.35690475735,3,1,1,86918.94689063891,0,1,1
300,51,0,128363.54668075575,1,1,0,120430.33095778394,1,0,1
335,61,2,193807.2718094196,1,0,0,79892.20725894127,0,1,1
432,40,6,42148.16371738329,2,0,1,147300.50515978847,1,0,0
498,34,8,195036.6557834966,1,0,0,28991.80076052285,0,1,0
530,41,1,132919.5696887669,4,1,1,58829.54360350597,0,1,0
718,70,5,61231.334615334585,2,0,1,42340.86083285582,1,0,0
693,44,2,62917.22233075758,2,1,1,95367.78738626036,0,1,0
729,81,4,89787.48973308605,4,1,0,48058.55603602048,1,0,1
570,78,8,105829.25983336265,1,0,0,121439.2554304814,0,1,1
572,71,2,18976.169489483014,3,1,1,144385.5024168169,0,1,0
556,74,0,193659.8081032554,3,1,1,51935.95522839806,1,0,0
664,37,4,27954.445944564635,3,1,1,142879.2039937409,1,0,0
300,23,0,111195.76389687276,2,0,0,107128.17951296072,1,0,0
539,24,7,88082.693633912,2,0,0,50502.18409762112,0,1,0
630,30,6,117826.02939174684,4,1,1,120750.91219849754,1,0,0
526,44,10,204120.97892567955,1,0,1,36813.577864648585,1,0,1
402,47,1,227490.3181669044,4,1,1,114979.26928907052,0,1,0
545,24,10,4662.415717034422,2,0,1,136963.9718306471,1,0,0
782,73,8,90445.06929679465,3,1,0,148548.8826122955,1,0,0
582,31,4,188050.422110966,1,0,0,32089.045257735637,0,1,0
553,31,6,75118.66246025471,3,0,0,33051.62646675829,1,0,0
390,35,3,149278.32046125998,1,1,0,145952.63548335,1,0,1
376,28,0,228219.61686628588,3,0,1,127647.03438658635,0,1,0
473,52,7,148757.39642766706,1,1,0,125654.7316712786,1,0,0
434,37,0,25574.016853351848,3,0,1,121540.82480967486,0,1,0
574,73,2,193874.35009941668,4,0,0,118252.85006937545,1,0,1
766,75,5,222331.21057728183,2,0,0,104718.97417970296,1,0,0
425,37,7,163876.93689873954,4,0,0,130656.2057885341,1,0,1
636,72,7,96385.66296390614,3,1,0,29442.41210127923,1,0,0
520,29,1,218132.0403294476,1,1,0,121239.27411128256,0,1,0
603,80,8,222771.5634613156,4,1,0,100779.27499034628,1,0,0
780,33,3,215076.8510048062,3,1,0,142969.6819281956,1,0,1
562,62,3,94718.37053131853,2,0,0,146728.5993002624,1,0,0
300,60,1,181632.76501283477,1,0,0,56372.96607843031,1,0,0
551,62,0,150461.2525778338,4,1,0,127629.81108118064,0,1,1
300,24,9,41332.53315368496,2,1,1,149409.83454881015,0,1,0
388,73,6,123168.42738574541,3,1,1,59664.43717552481,0,1,0
304,70,10,171968.93209958647,1,1,1,135641.0166002215,1,0,0
467,61,9,206059.82347202115,3,0,1,101248.85544210993,0,1,0
754,32,2,198397.62519350732,1,1,0,76349.37415453768,1,0,1
328,66,3,35571.45504266088,2,0,0,132069.22174471352,1,0,0
430,39,10,112247.64669159846,2,0,1,138138.87799141463,0,1,0
475,29,8,110001.78477598054,2,0,1,61744.084870380495,1,0,0
300,76,5,206709.5242365221,4,0,0,128280.18506881918,1,0,0
759,62,0,445.5811014793753,4,0,0,31455.992689063976,1,0,0
545,61,8,169904.11365419332,4,0,0,79296.1357560584,0,1,0
511,26,8,142287.54880564104,3,0,1,34072.08418774723,0,1,0
485,57,4,211961.43883061022,4,1,1,63198.63303853052,0,1,0
520,73,7,105090.99057629972,1,1,0,148547.4427913247,0,1,1
395,69,6,151264.61747136514,2,0,0,120515.86826936726,1,0,0
486,58,10,223731.81699695473,3,1,1,123227.9374938753,1,0,0
575,53,7,171097.865470659,3,0,0,42483.22974593514,0,1,0
454,47,8,15498.314049846496,4,1,0,100229.16752422288,1,0,0
308,63,1,38532.71672371514,1,1,0,75548.60543930356,1,0,0
492,35,9,188933.75368074203,2,1,1,120443.4200951068,0,1,0
453,40,4,77002.97442394154,3,1,0,45421.14222428311,0,1,1
764,43,7,162361.16543760322,2,1,0,61649.76255875895,1,0,1
696,70,2,160959.4586690804,1,1,0,141814.46068479674,1,0,1
447,23,10,228551.12037928708,2,1,0,47071.35015466901,1,0,1
697,58,10,108070.72643635838,4,1,0,107213.5614380467,0,1,0
563,72,5,169701.4429163623,2,0,1,65969.74429452911,0,1,0
420,30,5,11213.161775803537,3,0,0,35645.08720282846,0,1,0
653,74,6,106395.93475941036,4,0,0,54078.71085349982,1,0,1
577,70,10,42936.75530794012,4,1,0,138023.21300377577,1,0,0
605,43,2,193331.45689403068,4,0,0,143371.44509137783,0,1,0
644,65,7,193178.91636369633,4,0,0,79578.36711817334,1,0,0
300,74,7,54363.816762309914,3,1,0,105717.12167711993,1,0,0
610,75,8,73205.58521678769,1,0,1,92664.75257010573,1,0,0
398,75,7,161569.89042588096,1,0,1,61360.22686664014,1,0,0
621,43,2,169801.1623848214,4,1,1,69823.39139152542,0,1,0
627,49,5,151255.26848630595,1,1,0,93486.66357675698,1,0,0
786,41,8,229239.76663101706,3,0,0,115397.06593483283,0,1,0
764,45,0,199797.13875657573,1,1,1,70481.30241254202,0,1,0
355,73,2,95923.54257308018,1,1,0,115858.93377152264,1,0,0
444,72,1,75204.64595463323,3,0,0,149927.5061969559,1,0,1
462,73,7,137275.4420390985,1,1,0,28192.430499213064,1,0,0
580,65,5,188056.35724170587,4,0,0,46298.81380263281,1,0,0
388,57,9,109328.99895940712,4,1,0,144115.25704374464,1,0,0
487,62,10,169669.29957127708,3,1,1,34304.06230718909,1,0,0
696,74,10,4406.80908638975,4,0,0,124456.07776847614,0,1,0
683,73,7,212943.22490856395,4,1,0,106117.17282178871,1,0,1
383,64,1,177981.98732855404,4,1,0,31201.117534494835,1,0,0
414,70,10,90663.71995575057,4,0,0,25094.570459329985,1,0,0
807,27,5,88322.83486943717,4,1,0,90259.88853072544,1,0,1
572,74,6,23663.96578215623,1,1,1,40254.90535398152,1,0,0
614,63,7,187715.35649298152,3,1,0,138388.02270089864,1,0,1
300,30,8,176784.7871291524,2,1,0,87500.70562171085,1,0,0
416,33,4,144957.4327331917,3,0,1,55477.71496662872,1,0,0
556,38,10,23334.98859312794,3,1,0,46866.63470602236,0,1,1
322,61,2,60338.51409652628,3,1,0,133650.4403351788,1,0,0
573,69,1,105550.32885086219,1,1,0,118436.03871133682,1,0,1
338,46,7,61173.54706577196,3,1,0,118335.16046295062,1,0,0
630,83,0,99814.00232516782,3,1,0,36089.87719970312,1,0,0
489,43,9,51970.23434666002,1,0,0,106187.31402702793,1,0,0
430,74,5,80408.11587538384,4,1,0,138032.73580701236,1,0,1
358,45,1,150028.28322722434,2,0,0,124567.08176817276,1,0,1
428,71,2,205243.0485793299,4,0,0,40360.36917121974,0,1,0
758,60,7,88557.05668354979,3,0,1,148406.318042279,1,0,0
593,69,0,159138.89316697422,4,0,0,34065.46845327688,1,0,0
650,30,5,31002.409867979666,1,1,0,97397.56101182886,0,1,1
371,29,2,124388.13490682513,2,0,1,147851.60319157946,1,0,0
763,24,5,211991.9718775381,4,1,0,131893.3747167679,1,0,0
300,52,2,6425.235025198186,3,1,1,113507.7693098564,1,0,0
723,35,10,61538.193197165965,2,0,0,136324.67642911,0,1,1
751,84,10,30473.512746433178,3,0,1,112526.570989695,0,1,0
666,45,7,122617.9402841754,4,1,0,32143.345918818966,1,0,0
548,51,4,156317.76673640482,4,0,1,70613.3529012818,0,1,0
634,60,3,13289.214174515146,3,1,1,80525.92870366125,1,0,0
600,83,8,16165.416747326795,2,0,0,96029.04392743358,0,1,1
613,59,4,200014.7143322482,2,1,0,54853.25706650631,1,0,0
724,42,3,104933.6241705269,2,1,1,139552.41458169554,0,1,0
334,55,7,106478.867916889,4,0,1,54731.08614079375,0,1,0
345,51,7,217253.49084036684,4,0,0,110487.17637600991,1,0,0
412,72,7,73648.2103609343,3,0,0,138958.96645102435,0,1,1
742,37,3,206315.43881754176,3,0,0,120265.6975566764,1,0,0
686,45,0,224078.59125254062,1,1,0,42681.64211866082,1,0,0
574,64,1,55589.66545959898,1,0,0,148681.2440562576,1,0,1
766,25,3,118228.93531888486,1,1,1,36949.15549370066,1,0,0
560,59,9,122901.91516705941,3,1,0,51008.741164211126,0,1,0
371,78,1,199218.66571217467,2,1,0,43101.602223005175,0,1,1
536,51,10,69898.87136781897,1,1,1,111699.21710370552,1,0,0
300,67,9,183549.7619712854,3,0,1,129963.30972062323,1,0,0
354,30,2,223331.69999394272,4,0,0,55942.06209599502,1,0,0
597,44,8,193277.4301311888,2,1,0,152302.30364358303,1,0,0
719,75,8,209102.265195045,1,1,1,43101.69301020425,1,0,0
723,51,10,162921.521002883,4,0,0,66062.90690965831,0,1,0
490,24,8,207909.82486374996,2,0,1,88740.20032891828,1,0,0
423,63,6,37915.64613103529,2,1,1,130150.1866270394,1,0,0
300,71,3,163843.12545957396,4,1,0,73950.52903584504,1,0,0
402,81,0,168331.7916434395,1,1,1,48386.52542353234,1,0,0
573,72,2,101011.61769486673,1,0,0,85441.71347029688,0,1,1
562,67,7,18339.847492319786,4,0,0,86944.38760533936,0,1,0
569,23,3,143162.06163999025,4,0,0,27106.67614642252,1,0,0
312,66,9,11932.585511210551,4,1,0,27715.491198598604,1,0,0
612,42,9,87952.57411600639,3,0,0,61093.044027871205,1,0,0
595,74,1,90544.15266442287,2,1,0,121358.70670453012,0,1,0
767,43,7,229752.17694656653,1,0,0,72578.73880912614,0,1,0
633,59,6,68954.46775769541,1,1,0,52456.57017672181,1,0,1
696,30,10,188704.40572244837,4,0,0,39686.70277836505,0,1,0
300,49,9,12229.487600221371,2,1,0,61467.8896375882,1,0,1
676,69,8,121846.17663874329,4,1,0,87587.09866477267,1,0,0
605,81,1,123439.08606788274,2,1,1,37139.33123866547,1,0,0
386,57,4,144612.46623472634,4,0,0,26941.411522916875,0,1,0
393,28,5,186301.1967796858,4,0,0,41549.91544994943,1,0,1
668,82,1,175242.37779632403,2,1,0,120937.33861346504,0,1,0
320,67,1,175031.8695164461,1,1,0,85620.26585961733,0,1,0
593,66,9,99427.60489458598,1,1,0,82871.74185880595,0,1,1
410,41,3,167318.44096730105,3,1,0,27567.84125159382,0,1,0
739,83,7,113002.61508229797,2,1,0,117422.7824812662,1,0,1
603,40,10,15398.771019350503,1,1,0,51248.15561679705,0,1,1
642,78,4,204741.81000069718,1,1,0,36812.51620790901,0,1,1
763,23,8,204737.56041191486,2,1,1,134464.2775792506,1,0,0
808,47,3,74262.11587068204,1,1,1,88129.03424275888,0,1,0
425,49,2,210197.60243461624,2,0,1,122361.30057138244,1,0,0
560,29,9,174336.32885616872,1,1,1,131845.03649336012,0,1,0
413,66,7,92184.28309826531,4,1,0,150400.20673431235,0,1,0
375,64,0,76246.2876378083,2,1,0,106080.93474789664,1,0,0
689,51,8,224282.82085880323,2,1,1,33876.144487084865,0,1,0
300,53,3,163904.20151560148,1,0,0,97499.4667036791,1,0,0
359,66,10,87126.28959737603,2,1,0,91237.94296785827,0,1,0
614,65,8,147656.29423558517,3,1,1,32483.293760240667,0,1,0
619,58,7,131451.02577859486,3,1,1,64819.26784690332,0,1,0
728,41,2,120644.20522191096,2,1,0,78583.14002426947,0,1,0
532,28,2,148281.43672672406,3,1,0,45926.79298639956,0,1,0
620,47,8,123654.05410148323,1,0,0,26139.013614953143,1,0,0
377,53,2,150601.78134786754,1,1,1,123407.17087284537,1,0,0
308,31,3,208740.76931143695,2,1,0,135712.47349609676,0,1,0
428,42,8,228450.94267341253,1,1,1,54783.2147105824,1,0,0
581,32,3,163135.98087004304,1,0,1,25494.043949478924,1,0,0
510,59,10,213398.78440259947,3,0,0,140691.8031667116,1,0,0
714,49,2,197434.35839307943,1,0,1,42414.79761338091,1,0,0
567,35,6,67858.6015356942,1,0,0,77419.823174604,1,0,0
305,63,5,214568.8360998982,3,1,1,72575.61218137265,0,1,0
353,24,0,16286.070012102939,4,1,0,46353.9820759514,0,1,1
721,72,9,75882.01884001531,2,0,0,102845.3730344611,1,0,1
654,43,7,147187.335074104,2,0,0,144410.47171384413,1,0,0
441,55,0,121190.55255588265,4,1,0,91784.03338789576,1,0,0
645,46,3,124754.85035075339,3,0,1,151478.61027939478,1,0,0
631,75,5,182824.31585428704,3,1,1,49800.32871793424,1,0,0
410,66,5,44781.84692582421,1,0,1,135305.30600714812,1,0,1
387,64,6,225877.36729251547,1,0,0,58398.05024749211,1,0,0
546,56,10,100615.39227834922,2,0,1,57570.39597789793,1,0,0
489,82,4,218463.95090528688,2,0,0,40299.88927676251,0,1,0
300,31,4,88116.6488342715,3,0,1,137272.29086903617,0,1,0
790,24,3,138410.9338358762,1,0,0,119257.63506559972,0,1,1
300,77,5,103571.63840432129,3,1,1,69415.38836801087,1,0,0
647,78,6,155465.08768595316,4,1,1,70424.1852435577,0,1,0
421,52,9,42233.687758362896,2,1,0,134823.2995330959,1,0,0
318,44,9,92144.56255331152,2,1,0,145585.62592778634,0,1,0
423,68,0,15727.658084709223,3,0,0,103315.36841509095,1,0,0
562,33,8,137563.3259077031,1,1,0,77889.11609248581,0,1,0
319,77,7,221416.79067549823,1,0,0,31908.67068777504,0,1,0
800,65,6,10558.498486198723,4,0,0,41453.45192316109,1,0,0
329,39,8,151714.90563536028,4,0,0,43432.41693763749,1,0,0
436,58,2,178272.5316366617,4,1,0,60984.434789510095,1,0,0
471,35,9,49014.93756085464,3,0,1,58414.13697371704,1,0,0
415,29,3,62807.087474765816,2,0,0,95574.61421934215,0,1,1
708,38,6,46363.649835208125,3,0,0,147732.98446395487,0,1,0
511,55,5,68404.90643555071,3,0,1,137015.93284264416,1,0,0
752,67,1,25318.988614476064,1,1,1,91191.19048613538,1,0,1
377,23,1,85180.01039564714,4,0,1,27248.773772392968,1,0,0
495,33,9,84853.7149223108,2,1,0,33891.85742172273,1,0,0
701,28,6,185671.51501924405,4,0,0,136845.61792499846,1,0,1
688,42,8,184220.4125881652,4,1,0,61871.90345688987,0,1,0
724,57,10,183246.3735611539,4,1,0,66351.75430149562,1,0,0
429,66,8,130418.26004035395,2,1,0,43171.06930372596,1,0,1
792,59,6,74952.55797925693,1,1,0,54004.744000143546,1,0,1
346,63,10,94521.83877209974,2,1,0,57134.46190689642,0,1,0
778,48,7,73081.0060952788,2,1,0,78572.15048549406,0,1,0
710,80,9,133843.41814556593,1,1,0,106008.91649238968,0,1,1
523,34,2,215735.19790214323,2,0,0,70910.29088151523,0,1,0
589,84,0,65434.26033281426,2,0,0,83482.22470366838,1,0,1
532,52,6,105535.91805860982,3,1,0,48647.01260182863,0,1,1
643,50,7,150676.8939320482,2,1,1,32330.6619108934,0,1,0
436,49,1,194279.829712984,3,1,0,70271.2489748288,0,1,0
728,64,8,58266.80174742191,3,0,1,33123.89028962763,1,0,0
549,41,3,64466.688725489825,3,0,0,63963.617915657946,1,0,0
571,27,9,203588.07241886528,4,0,1,133887.84249475773,0,1,0
800,80,10,18459.367596734694,1,1,1,72701.00961626378,0,1,0
487,27,8,139252.94937245888,4,1,0,50124.029522794815,0,1,0
371,63,2,197904.745702077,1,1,0,142268.7806447175,1,0,1
557,49,7,212000.8325808526,2,0,1,108115.41450453251,0,1,0
436,50,10,2918.0684735598147,3,1,0,153472.73420062417,1,0,0
305,48,1,85023.17482366237,4,1,0,64032.68452869122,1,0,0
622,49,2,59170.90080784072,2,1,0,51047.97958867799,0,1,1
342,74,0,130647.49541818633,4,0,1,63732.23680660284,1,0,0
622,71,4,145558.3236671347,2,1,1,130624.0066999668,0,1,0
339,64,3,229948.1298492716,4,1,1,44698.70876899751,1,0,0
694,43,0,117935.37428675288,2,0,0,56340.17973065385,0,1,1
786,23,9,126837.38210957205,2,0,1,116212.28466522004,1,0,0
697,76,8,95292.10679529763,4,0,1,120940.056079101,1,0,0
808,50,5,33965.764702872395,2,0,0,149649.3740889112,1,0,0
429,70,5,69764.66726453764,3,1,1,152419.71798845433,0,1,0
418,80,10,56806.53107353731,3,1,0,111259.0454722932,0,1,0
499,80,1,184280.52901011865,3,1,0,72163.30072006318,1,0,1
336,37,6,125537.77695703183,3,0,0,83891.84163924813,1,0,0
650,77,8,68124.53494952866,1,0,0,82104.80240721337,1,0,1
327,39,5,112491.36766550572,4,0,1,75359.13698814227,0,1,0
528,48,10,50338.92311194557,3,0,1,68971.87932986255,0,1,0
611,42,7,42579.24463184013,3,1,0,46827.0425612459,1,0,0
399,47,4,197786.71456563374,3,1,0,72600.67487020709,0,1,0
441,35,1,217306.49652721192,1,0,0,150999.86546287552,0,1,1
478,55,3,18403.35980020721,4,1,0,139680.32459969516,0,1,1
623,47,0,175923.02265287668,2,1,0,105252.4627703134,1,0,0
740,30,0,104261.65337827674,1,0,1,50064.77748452084,1,0,0
385,27,5,89463.47750089825,3,1,0,139226.4165134582,1,0,0
533,28,1,158564.6011959988,3,1,1,65542.57995231579,0,1,0
711,45,5,61238.3476269041,1,1,0,95942.93316149023,1,0,1
817,74,0,4733.682045225098,4,0,0,143533.32241144177,1,0,0
722,52,10,49220.65499860345,4,0,0,68509.71372420542,0,1,0
746,36,9,42532.76764310884,2,0,0,143734.5553894079,1,0,1
556,76,2,7831.357757319379,1,0,1,55566.68652808161,1,0,0
572,45,8,73902.5456860539,4,1,0,145731.40349793594,0,1,0
580,33,1,109139.26270825214,1,0,0,71626.51139209894,1,0,0
477,53,7,169240.600321633,4,1,0,73698.1571462676,0,1,1
715,28,5,74902.10486329727,4,1,1,96891.02981394266,1,0,0
324,33,5,44744.26110128098,3,0,1,70113.44148918596,0,1,0
300,35,6,53042.54692832924,4,0,0,83497.71354983977,0,1,0
669,34,4,204970.72820719433,4,0,0,90172.1167686759,0,1,0
784,76,10,47085.69347599481,1,0,0,88832.54131539352,1,0,1
811,24,3,202225.35352879736,4,1,0,149944.22920377034,1,0,0
506,75,5,102832.76896219293,4,1,0,61632.49886403093,1,0,0
548,57,7,214912.09944016105,1,1,1,61995.34537866307,1,0,0
617,77,3,93861.19135008068,4,0,0,133929.81969029494,1,0,0
373,58,4,40867.074775337984,1,0,0,75961.14944042295,0,1,1
786,39,6,126276.88371860764,1,0,0,34515.628708366174,1,0,0
517,50,5,135172.51865528556,1,0,1,87563.01728249484,0,1,0
633,50,3,146162.53975285203,1,1,0,96529.75887804393,0,1,0
590,44,3,94644.24524799125,3,0,1,105300.05550482644,1,0,0
555,60,9,11178.30838273389,3,1,0,55562.12363585668,0,1,1
418,29,3,144145.58227838774,3,1,1,151523.7270467906,0,1,0
353,37,0,214596.93548140352,3,1,0,120812.37532054058,1,0,0
675,54,4,220238.484556318,1,0,0,118618.2909051582,1,0,1
725,33,7,137283.63460803335,1,0,1,138473.42029731878,1,0,1
430,46,6,4574.014129519318,1,1,1,28396.5833934627,1,0,1
729,25,4,24388.850595226824,1,0,0,104708.48974010012,1,0,0
819,52,2,191817.82092697182,3,0,1,131318.79815626267,1,0,0
769,28,10,190841.22066026868,4,0,1,29468.586854833364,0,1,0
778,80,0,217583.58921172324,3,1,1,123298.9428403434,0,1,0
750,24,6,129668.117259367,1,1,1,153660.64251804625,1,0,0
383,83,10,198677.747727741,1,1,0,102143.34545339478,0,1,0
630,36,2,189723.99290683176,4,1,0,80210.01068551122,1,0,0
610,63,3,135566.785427633,1,1,0,83969.08745966115,1,0,0
718,40,4,180236.63727442233,4,0,0,113332.50094931916,0,1,0
449,73,7,28913.42523786843,1,0,0,99094.2489919061,0,1,1
676,66,6,147016.63408242766,4,1,0,127384.13074830428,0,1,0
465,53,8,219293.7199575546,2,1,1,79812.88306689187,0,1,0
735,35,10,37250.22464106378,2,1,0,79252.2046605239,0,1,0
580,48,2,171129.81681400025,2,1,1,121975.49894813144,1,0,0
531,66,10,73780.73338897846,2,0,0,108917.42726128615,1,0,0
688,34,9,187933.9024551009,1,1,0,126152.74429696827,1,0,1
675,40,0,160358.5147523035,1,0,0,140331.28417353152,0,1,1
412,31,0,213020.07924952338,1,1,0,59242.75978602574,0,1,1
611,71,9,163745.1465295959,2,0,1,65954.66326430475,1,0,0
585,43,0,94371.43684145815,4,0,1,93503.59641300124,1,0,0
370,70,1,2505.282932774931,4,0,1,145958.8628050384,1,0,0
513,71,1,182370.88625729046,2,1,0,133509.42697578954,1,0,0
759,75,6,93946.94233074326,1,1,0,85897.94350345514,1,0,1
300,78,8,154245.84181201772,2,1,0,99505.45540954804,1,0,0
508,62,7,24165.29068713632,3,1,1,117600.31607205248,0,1,0
311,65,3,204922.78625646065,4,0,0,92948.41107529159,1,0,0
698,46,1,100201.29340349617,2,1,1,37798.33372077279,0,1,0
427,56,2,211529.09877599686,2,1,0,70855.78236654989,1,0,0
485,30,9,162614.0097727329,2,1,1,31189.595601629146,1,0,0
731,66,4,27936.32028255224,2,1,1,112082.4963229343,0,1,0
403,75,8,133215.2210837708,1,1,0,68826.09195992738,0,1,0
336,55,7,209284.92302661104,4,0,0,120987.15019194785,0,1,1
300,45,2,183993.2287731892,3,0,1,80862.3213353118,0,1,0
795,35,8,96135.4937425375,1,0,1,30926.48254976292,0,1,1
342,76,9,219664.81136839866,2,1,1,74350.0847124951,0,1,0
668,75,2,61772.521584351154,2,1,0,53430.29268311662,0,1,1
674,71,9,86274.77176321262,2,0,1,52857.79760338181,0,1,0
399,36,7,172434.2598559636,2,1,0,74089.27866486463,1,0,1
735,36,0,53568.048159568694,4,0,0,152182.42034309695,0,1,1
475,38,3,118536.12809069603,2,0,0,149809.00320573786,0,1,0
535,71,3,167621.51372395546,3,0,1,129449.04973523234,1,0,0
806,60,5,148112.58621274002,1,0,0,56910.742537936414,1,0,1
522,80,1,35735.08024782269,4,0,0,124310.78345478568,1,0,1
558,82,6,144821.87270940194,2,1,0,26997.24830955921,0,1,0
433,61,4,131723.42162517464,3,1,0,32325.37735861241,1,0,1
364,48,9,128304.30975899586,1,1,0,133645.25957864936,1,0,1
379,48,5,189990.8529035666,1,1,1,98350.75820271151,1,0,0
605,23,10,42296.085180753194,4,0,1,73529.9977539065,1,0,0
507,54,5,172860.17701999293,1,0,0,121259.58678266256,1,0,1
650,79,10,175012.98407906882,2,0,1,39867.18788549141,1,0,1
705,37,5,166208.4511035997,2,0,0,62269.23996153936,1,0,1
752,74,9,116372.7121001148,3,1,0,119589.11308963544,1,0,0
300,43,7,90973.9119796796,3,0,1,51931.94698139167,1,0,0
386,40,9,90775.74681676229,1,0,0,103083.54201426824,1,0,1
751,52,3,168776.00420671533,4,0,0,83196.22256218057,0,1,1
661,82,9,114516.24159406041,2,1,1,51307.29713591114,1,0,0
806,80,7,77839.75657311318,1,0,1,140489.75227491546,0,1,1
348,35,8,143858.02741322396,4,0,0,81618.58270475548,1,0,0
442,46,3,192512.58991569385,1,0,0,102849.19682896676,1,0,1
300,52,0,14147.010468704802,4,1,0,57894.89260008527,0,1,0
397,24,2,223591.50028743062,3,1,0,70084.64415316551,1,0,0
361,41,0,22229.946103837992,2,0,0,31367.89901104857,0,1,0
812,69,6,117699.76776167117,3,1,0,87817.86323995591,0,1,0
801,66,0,128848.19512869309,2,1,0,69829.98959679803,0,1,0
716,69,10,31788.462233110073,4,0,0,67822.49023920442,0,1,1
659,47,3,210586.56319406626,4,1,0,140692.62781168884,0,1,0
312,72,0,108437.4277772736,1,1,0,116503.08676799457,1,0,1
523,36,1,32917.71832589046,4,0,1,84447.63844474342,1,0,0
399,28,10,163670.85265498728,4,0,1,50395.65694454209,0,1,0
329,34,0,152582.99940580025,1,1,0,151522.68257930462,1,0,1
736,42,4,221459.08104973292,1,0,0,34719.487781144126,0,1,0
556,45,6,101548.7546781821,2,1,0,42693.78457402224,0,1,0
786,52,2,61593.073827894645,4,0,0,60141.80010384949,0,1,0
736,52,7,13798.621447910276,1,1,0,149088.68619232712,1,0,1
614,60,4,168617.95076846195,2,0,0,61254.673688643714,1,0,0
651,80,4,141973.86852299713,2,1,0,88885.4218578607,0,1,0
522,52,4,223700.49202717468,3,1,0,123951.41478048,0,1,0
325,63,7,163797.94535483545,1,1,0,145794.13238310098,0,1,1
732,52,1,214627.14038578968,3,1,0,103661.701204997,1,0,0
726,79,1,228063.1227993035,2,1,0,74956.06235788396,1,0,0
352,80,7,98539.16317351772,4,1,0,153116.12450784637,0,1,0
368,58,8,34567.85307493373,1,1,1,28401.141268733933,1,0,0
418,71,10,45045.678687750646,1,1,0,133182.51163804828,0,1,0
598,56,9,73226.30131583284,2,0,0,61065.87651610498,1,0,0
425,38,9,117046.02642524274,1,1,0,131268.7356475986,1,0,0
459,46,1,28156.59986116192,2,0,0,46081.69417466215,1,0,0
763,36,3,69395.1105267042,1,0,1,70086.39395483513,1,0,0
532,48,7,70792.58489807053,1,1,1,32276.27249203929,1,0,0
349,30,1,939.7006418839447,4,0,1,50950.89329096746,0,1,0
669,36,3,81458.81012327032,2,0,0,103363.00373046516,0,1,1
529,53,9,26715.006019474426,3,0,1,123995.26732576972,1,0,0
370,24,0,98833.6173223495,4,0,1,143459.4832559494,0,1,0
628,70,1,45203.44960286229,2,0,0,40559.11977864534,0,1,0
649,26,6,189086.2751294351,1,0,1,43274.470798048016,1,0,0
490,23,0,18520.831137979414,2,1,1,147040.8216671953,1,0,0
689,77,0,199101.899226186,2,1,0,124576.70571198686,1,0,1
393,42,1,133521.1215706576,4,0,1,95167.68928192453,1,0,0
691,81,3,105487.35253562222,2,1,0,86974.32347498683,1,0,0
500,36,6,126440.73288559933,1,0,1,45503.06963744063,0,1,1
332,62,3,86505.09971086391,3,0,0,74309.17398974569,1,0,0
754,47,4,29350.738148147368,3,0,1,73438.62022763092,1,0,0
752,82,3,176152.35763026937,1,1,1,109285.04433088632,0,1,1
788,47,3,213419.66572217556,3,1,0,102857.6445738339,0,1,0
424,25,8,218515.55331756885,4,1,1,32762.43388314051,0,1,0
